seqnames	genes_in_operon_all	size_operon	operon_seen	covered_by	perc_seen	gene
NC_000913.3	b3319,b3320	2	89	566	15.7243816254417	b3320
NC_000913.3	b3317,b3318,b3319,b3320	4	6	566	1.06007067137809	b3320
NC_000913.3	b3317,b3318,b3319,b3320,b3321	5	16	237	6.75105485232067	b3321
NC_000913.3	b3319,b3320,b3321	3	40	237	16.8776371308017	b3321
NC_000913.3	b3320,b3321	2	84	237	35.4430379746835	b3321
NC_000913.3	b3321	1	83	237	35.0210970464135	b3321
NC_000913.3	b3323	1	6	10	60	b3323
NC_000913.3	b3338	1	9	9	100	b3338
NC_000913.3	b3339,b3340,b3341,b3342	4	77	1228	6.27035830618892	b3339
NC_000913.3	b3339,b3340	2	257	1228	20.928338762215	b3339
NC_000913.3	b3339	1	889	1228	72.3941368078176	b3339
NC_000913.3	b3340,b3341,b3342	3	521	1191	43.744752308984	b3340
NC_000913.3	b3339,b3340,b3341,b3342	4	77	1191	6.46515533165407	b3340
NC_000913.3	b3340,b3341	2	46	1191	3.86230058774139	b3340
NC_000913.3	b3339,b3340	2	257	1191	21.5785054575987	b3340
NC_000913.3	b3340	1	283	1191	23.7615449202351	b3340
NC_000913.3	b3340,b3341,b3342	3	521	1341	38.8516032811335	b3341
NC_000913.3	b3341,b3342	2	667	1341	49.7390007457122	b3341
NC_000913.3	b3339,b3340,b3341,b3342	4	77	1341	5.74198359433259	b3341
NC_000913.3	b3340,b3341	2	46	1341	3.43027591349739	b3341
NC_000913.3	b3341	1	22	1341	1.64056674123788	b3341
NC_000913.3	b3340,b3341,b3342	3	521	1862	27.9806659505908	b3342
NC_000913.3	b3341,b3342	2	667	1862	35.8216970998926	b3342
NC_000913.3	b3342	1	594	1862	31.9011815252417	b3342
NC_000913.3	b3339,b3340,b3341,b3342	4	77	1862	4.13533834586466	b3342
NC_000913.3	b3346	1	8	11	72.7272727272727	b3346
NC_000913.3	b3347	1	50	50	100	b3347
NC_000913.3	b3348	1	14	15	93.3333333333333	b3348
NC_000913.3	b3349,b3350,b4551	3	7	41	17.0731707317073	b3349
NC_000913.3	b3349	1	33	41	80.4878048780488	b3349
NC_000913.3	b3350	1	12	24	50	b3350
NC_000913.3	b3349,b3350,b4551	3	7	24	29.1666666666667	b3350
NC_000913.3	b3351	1	6	9	66.6666666666667	b3351
NC_000913.3	b3352,b3353	2	13	102	12.7450980392157	b3352
NC_000913.3	b3352	1	85	102	83.3333333333333	b3352
NC_000913.3	b3352,b3353	2	13	19	68.4210526315789	b3353
NC_000913.3	b3356	1	10	14	71.4285714285714	b3356
NC_000913.3	b3357,b3358	2	21	330	6.36363636363636	b3357
NC_000913.3	b3357	1	307	330	93.030303030303	b3357
NC_000913.3	b3358	1	11	37	29.7297297297297	b3358
NC_000913.3	b3357,b3358	2	21	37	56.7567567567568	b3358
NC_000913.3	b3359	1	8	14	57.1428571428571	b3359
NC_000913.3	b3360	1	17	19	89.4736842105263	b3360
NC_000913.3	b3364	1	12	12	100	b3364
NC_000913.3	b3365,b3366	2	76	309	24.5954692556634	b3365
NC_000913.3	b3365	1	228	309	73.7864077669903	b3365
NC_000913.3	b3366	1	8	92	8.69565217391304	b3366
NC_000913.3	b3365,b3366	2	76	92	82.6086956521739	b3366
NC_000913.3	b3367,b3368	2	41	92	44.5652173913043	b3367
NC_000913.3	b3367	1	43	92	46.7391304347826	b3367
NC_000913.3	b3368	1	69	114	60.5263157894737	b3368
NC_000913.3	b3367,b3368	2	41	114	35.9649122807018	b3368
NC_000913.3	b3369	1	23	25	92	b3369
NC_000913.3	b3374,b4474	2	27	43	62.7906976744186	b3374
NC_000913.3	b3374	1	10	43	23.2558139534884	b3374
NC_000913.3	b3382,b3383	2	8	9	88.8888888888889	b3382
NC_000913.3	b3382,b3383	2	8	10	80	b3383
NC_000913.3	b3384	1	15	20	75	b3384
NC_000913.3	b3387,b3388,b3389	3	8	30	26.6666666666667	b3387
NC_000913.3	b3387,b3388	2	8	30	26.6666666666667	b3387
NC_000913.3	b3387	1	9	30	30	b3387
NC_000913.3	b3388,b3389,b3390	3	6	130	4.61538461538462	b3388
NC_000913.3	b3388,b3389	2	79	130	60.7692307692308	b3388
NC_000913.3	b3387,b3388,b3389	3	8	130	6.15384615384615	b3388
NC_000913.3	b3388	1	27	130	20.7692307692308	b3388
NC_000913.3	b3387,b3388	2	8	130	6.15384615384615	b3388
NC_000913.3	b3389,b3390	2	119	328	36.280487804878	b3389
NC_000913.3	b3388,b3389,b3390	3	6	328	1.82926829268293	b3389
NC_000913.3	b3389	1	114	328	34.7560975609756	b3389
NC_000913.3	b3388,b3389	2	79	328	24.0853658536585	b3389
NC_000913.3	b3387,b3388,b3389	3	8	328	2.4390243902439	b3389
NC_000913.3	b3389,b3390	2	119	393	30.2798982188295	b3390
NC_000913.3	b3390	1	266	393	67.6844783715013	b3390
NC_000913.3	b3388,b3389,b3390	3	6	393	1.52671755725191	b3390
NC_000913.3	b3396	1	95	98	96.9387755102041	b3396
NC_000913.3	b3397	1	50	53	94.3396226415094	b3397
NC_000913.3	b3398	1	21	22	95.4545454545455	b3398
NC_000913.3	b3399,b3400,b3401	3	6	18	33.3333333333333	b3399
NC_000913.3	b3399	1	6	18	33.3333333333333	b3399
NC_000913.3	b3400,b3401	2	7	21	33.3333333333333	b3400
NC_000913.3	b3399,b3400,b3401	3	6	21	28.5714285714286	b3400
NC_000913.3	b3400,b3401	2	7	23	30.4347826086957	b3401
NC_000913.3	b3399,b3400,b3401	3	6	23	26.0869565217391	b3401
NC_000913.3	b3401	1	10	23	43.4782608695652	b3401
NC_000913.3	b3403	1	46	49	93.8775510204082	b3403
NC_000913.3	b3404	1	34	40	85	b3404
NC_000913.3	b3405	1	11	18	61.1111111111111	b3405
NC_000913.3	b3407	1	21	22	95.4545454545455	b3407
NC_000913.3	b3408,b3409	2	21	33	63.6363636363636	b3408
NC_000913.3	b3408	1	12	33	36.3636363636364	b3408
NC_000913.3	b3409,b3410	2	21	83	25.3012048192771	b3409
NC_000913.3	b3409	1	41	83	49.3975903614458	b3409
NC_000913.3	b3408,b3409	2	21	83	25.3012048192771	b3409
NC_000913.3	b3409,b3410	2	21	25	84	b3410
NC_000913.3	b3411	1	7	8	87.5	b3411
NC_000913.3	b3413,b3414	2	67	71	94.3661971830986	b3413
NC_000913.3	b3413,b3414	2	67	77	87.012987012987	b3414
NC_000913.3	b3414	1	10	77	12.987012987013	b3414
NC_000913.3	b3415,b3416	2	13	410	3.17073170731707	b3415
NC_000913.3	b3415	1	397	410	96.8292682926829	b3415
NC_000913.3	b3416	1	22	35	62.8571428571429	b3416
NC_000913.3	b3415,b3416	2	13	35	37.1428571428571	b3416
NC_000913.3	b3418	1	40	42	95.2380952380952	b3418
NC_000913.3	b3421	1	8	16	50	b3421
NC_000913.3	b3421,b4475	2	7	16	43.75	b3421
NC_000913.3	b3423,b3424	2	10	26	38.4615384615385	b3423
NC_000913.3	b3423	1	10	26	38.4615384615385	b3423
NC_000913.3	b3424	1	10	25	40	b3424
NC_000913.3	b3423,b3424	2	10	25	40	b3424
NC_000913.3	b3426	1	35	39	89.7435897435898	b3426
NC_000913.3	b3428	1	22	27	81.4814814814815	b3428
NC_000913.3	b3430	1	8	12	66.6666666666667	b3430
NC_000913.3	b3432,b3433	2	9	24	37.5	b3432
NC_000913.3	b3432	1	14	24	58.3333333333333	b3432
NC_000913.3	b3432,b3433	2	9	118	7.6271186440678	b3433
NC_000913.3	b3433	1	106	118	89.8305084745763	b3433
NC_000913.3	b3438	1	25	29	86.2068965517241	b3438
NC_000913.3	b3439	1	15	18	83.3333333333333	b3439
NC_000913.3	b3440	1	13	14	92.8571428571429	b3440
NC_000913.3	b3447	1	7	7	100	b3447
NC_000913.3	b3448	1	7	11	63.6363636363636	b3448
NC_000913.3	b3456	1	30	32	93.75	b3456
NC_000913.3	b3460	1	25	27	92.5925925925926	b3460
NC_000913.3	b3461	1	252	255	98.8235294117647	b3461
NC_000913.3	b3462,b3463,b3464	3	7	45	15.5555555555556	b3462
NC_000913.3	b3462,b3463	2	7	45	15.5555555555556	b3462
NC_000913.3	b3462	1	28	45	62.2222222222222	b3462
NC_000913.3	b3462,b3463,b3464	3	7	29	24.1379310344828	b3463
NC_000913.3	b3463,b3464	2	9	29	31.0344827586207	b3463
NC_000913.3	b3463	1	6	29	20.6896551724138	b3463
NC_000913.3	b3462,b3463	2	7	29	24.1379310344828	b3463
NC_000913.3	b3464	1	20	36	55.5555555555556	b3464
NC_000913.3	b3462,b3463,b3464	3	7	36	19.4444444444444	b3464
NC_000913.3	b3463,b3464	2	9	36	25	b3464
NC_000913.3	b3465,b3466	2	8	13	61.5384615384615	b3465
NC_000913.3	b3465,b3466	2	8	10	80	b3466
NC_000913.3	b3467	1	6	8	75	b3467
NC_000913.3	b3469	1	29	32	90.625	b3469
NC_000913.3	b3470	1	7	9	77.7777777777778	b3470
NC_000913.3	b3471	1	24	29	82.7586206896552	b3471
NC_000913.3	b3472	1	15	25	60	b3472
NC_000913.3	b3473	1	13	19	68.4210526315789	b3473
NC_000913.3	b3474	1	6	12	50	b3474
NC_000913.3	b3480	1	9	18	50	b3480
NC_000913.3	b3482	1	35	36	97.2222222222222	b3482
NC_000913.3	b3485	1	13	15	86.6666666666667	b3485
NC_000913.3	b3486,b3487	2	6	15	40	b3486
NC_000913.3	b3486	1	7	15	46.6666666666667	b3486
NC_000913.3	b3486,b3487	2	6	21	28.5714285714286	b3487
NC_000913.3	b3487	1	15	21	71.4285714285714	b3487
NC_000913.3	b3491,b3492	2	7	8	87.5	b3491
NC_000913.3	b3491,b3492	2	7	117	5.98290598290598	b3492
NC_000913.3	b3492	1	109	117	93.1623931623932	b3492
NC_000913.3	b3493	1	205	206	99.5145631067961	b3493
NC_000913.3	b3494	1	7	7	100	b3494
NC_000913.3	b3495	1	161	161	100	b3495
NC_000913.3	b3496	1	26	30	86.6666666666667	b3496
NC_000913.3	b3497,b3498	2	7	35	20	b3497
NC_000913.3	b3497	1	24	35	68.5714285714286	b3497
NC_000913.3	b3498	1	37	44	84.0909090909091	b3498
NC_000913.3	b3497,b3498	2	7	44	15.9090909090909	b3498
NC_000913.3	b3499	1	8	11	72.7272727272727	b3499
NC_000913.3	b3500	1	34	37	91.8918918918919	b3500
NC_000913.3	b3508,b3509,b3510	3	10	12	83.3333333333333	b3508
NC_000913.3	b3508,b3509,b3510	3	10	124	8.06451612903226	b3509
NC_000913.3	b3509,b3510	2	107	124	86.2903225806452	b3509
NC_000913.3	b3510	1	122	241	50.6224066390041	b3510
NC_000913.3	b3508,b3509,b3510	3	10	241	4.149377593361	b3510
NC_000913.3	b3509,b3510	2	107	241	44.3983402489627	b3510
NC_000913.3	b3511	1	31	31	100	b3511
NC_000913.3	b3514	1	10	10	100	b3514
NC_000913.3	b3519	1	23	25	92	b3519
NC_000913.3	b3522	1	9	10	90	b3522
NC_000913.3	b3524	1	10	13	76.9230769230769	b3524
NC_000913.3	b3526,b3527	2	6	21	28.5714285714286	b3526
NC_000913.3	b3526	1	14	21	66.6666666666667	b3526
NC_000913.3	b3527	1	48	54	88.8888888888889	b3527
NC_000913.3	b3526,b3527	2	6	54	11.1111111111111	b3527
NC_000913.3	b3528	1	10	13	76.9230769230769	b3528
NC_000913.3	b3529	1	21	26	80.7692307692308	b3529
NC_000913.3	b3530	1	50	53	94.3396226415094	b3530
NC_000913.3	b3531	1	7	8	87.5	b3531
NC_000913.3	b3534	1	8	10	80	b3534
NC_000913.3	b3536	1	6	6	100	b3536
NC_000913.3	b3538	1	6	7	85.7142857142857	b3538
NC_000913.3	b3539	1	19	20	95	b3539
NC_000913.3	b3546	1	57	57	100	b3546
NC_000913.3	b3547	1	16	16	100	b3547
NC_000913.3	b3548	1	8	8	100	b3548
NC_000913.3	b3550,b3551	2	11	12	91.6666666666667	b3550
NC_000913.3	b3550,b3551	2	11	138	7.97101449275362	b3551
NC_000913.3	b3551	1	125	138	90.5797101449275	b3551
NC_000913.3	b3552	1	50	52	96.1538461538462	b3552
NC_000913.3	b3554	1	71	74	95.9459459459459	b3554
NC_000913.3	b3556	1	107	110	97.2727272727273	b3556
NC_000913.3	b3559,b3560	2	27	112	24.1071428571429	b3559
NC_000913.3	b3559	1	85	112	75.8928571428571	b3559
NC_000913.3	b3560	1	16	43	37.2093023255814	b3560
NC_000913.3	b3559,b3560	2	27	43	62.7906976744186	b3560
NC_000913.3	b3561	1	8	8	100	b3561
NC_000913.3	b3564	1	21	23	91.304347826087	b3564
NC_000913.3	b3565	1	10	12	83.3333333333333	b3565
NC_000913.3	b3569	1	10	11	90.9090909090909	b3569
NC_000913.3	b3570	1	45	46	97.8260869565217	b3570
NC_000913.3	b3571	1	7	7	100	b3571
NC_000913.3	b3572	1	15	17	88.2352941176471	b3572
NC_000913.3	b3573	1	8	14	57.1428571428571	b3573
NC_000913.3	b3574	1	7	11	63.6363636363636	b3574
NC_000913.3	b3584	1	6	6	100	b3584
NC_000913.3	b3590	1	33	36	91.6666666666667	b3590
NC_000913.3	b3591	1	11	14	78.5714285714286	b3591
NC_000913.3	b3593	1	7	7	100	b3593
NC_000913.3	b3599	1	36	36	100	b3599
NC_000913.3	b3600,b3601	2	25	68	36.7647058823529	b3600
NC_000913.3	b3600	1	42	68	61.7647058823529	b3600
NC_000913.3	b3601,b4554	2	7	43	16.2790697674419	b3601
NC_000913.3	b3601	1	10	43	23.2558139534884	b3601
NC_000913.3	b3600,b3601	2	25	43	58.1395348837209	b3601
NC_000913.3	b3606	1	8	16	50	b3606
NC_000913.3	b3607,b3608	2	13	36	36.1111111111111	b3607
NC_000913.3	b3607	1	14	36	38.8888888888889	b3607
NC_000913.3	b3608,b3609	2	20	74	27.027027027027	b3608
NC_000913.3	b3608	1	35	74	47.2972972972973	b3608
NC_000913.3	b3607,b3608	2	13	74	17.5675675675676	b3608
NC_000913.3	b3609,b3610,b3611	3	6	68	8.82352941176471	b3609
NC_000913.3	b3608,b3609	2	20	68	29.4117647058824	b3609
NC_000913.3	b3609	1	35	68	51.4705882352941	b3609
NC_000913.3	b3610,b3611	2	8	23	34.7826086956522	b3610
NC_000913.3	b3609,b3610,b3611	3	6	23	26.0869565217391	b3610
NC_000913.3	b3610,b3611	2	8	39	20.5128205128205	b3611
NC_000913.3	b3611	1	24	39	61.5384615384615	b3611
NC_000913.3	b3609,b3610,b3611	3	6	39	15.3846153846154	b3611
NC_000913.3	b3612,b3613	2	10	209	4.78468899521531	b3612
NC_000913.3	b3612	1	198	209	94.7368421052632	b3612
NC_000913.3	b3612,b3613	2	10	28	35.7142857142857	b3613
NC_000913.3	b3613	1	16	28	57.1428571428571	b3613
NC_000913.3	b3616,b3617	2	17	59	28.8135593220339	b3616
NC_000913.3	b3616	1	42	59	71.1864406779661	b3616
NC_000913.3	b3617	1	16	33	48.4848484848485	b3617
NC_000913.3	b3616,b3617	2	17	33	51.5151515151515	b3617
NC_000913.3	b3618	1	18	18	100	b3618
NC_000913.3	b3619,b3620	2	32	61	52.4590163934426	b3619
NC_000913.3	b3619	1	27	61	44.2622950819672	b3619
NC_000913.3	b3620,b3621	2	7	52	13.4615384615385	b3620
NC_000913.3	b3620	1	10	52	19.2307692307692	b3620
NC_000913.3	b3619,b3620	2	32	52	61.5384615384615	b3620
NC_000913.3	b3621,b3622	2	32	62	51.6129032258064	b3621
NC_000913.3	b3621	1	20	62	32.258064516129	b3621
NC_000913.3	b3620,b3621	2	7	62	11.2903225806452	b3621
NC_000913.3	b3621,b3622	2	32	36	88.8888888888889	b3622
NC_000913.3	b3627,b3628	2	6	8	75	b3627
NC_000913.3	b3628	1	7	13	53.8461538461538	b3628
NC_000913.3	b3627,b3628	2	6	13	46.1538461538462	b3628
NC_000913.3	b3629	1	6	6	100	b3629
NC_000913.3	b3630	1	7	9	77.7777777777778	b3630
NC_000913.3	b3631,b3632	2	8	12	66.6666666666667	b3631
NC_000913.3	b3632	1	23	31	74.1935483870968	b3632
NC_000913.3	b3631,b3632	2	8	31	25.8064516129032	b3632
NC_000913.3	b3633	1	31	38	81.5789473684211	b3633
NC_000913.3	b3634	1	6	13	46.1538461538462	b3634
NC_000913.3	b3636,b3637,b3638	3	18	92	19.5652173913043	b3636
NC_000913.3	b3636,b3637	2	46	92	50	b3636
NC_000913.3	b3636	1	28	92	30.4347826086957	b3636
NC_000913.3	b3636,b3637,b3638	3	18	149	12.0805369127517	b3637
NC_000913.3	b3637	1	81	149	54.3624161073826	b3637
NC_000913.3	b3636,b3637	2	46	149	30.8724832214765	b3637
NC_000913.3	b3638	1	19	41	46.3414634146341	b3638
NC_000913.3	b3636,b3637,b3638	3	18	41	43.9024390243902	b3638
NC_000913.3	b3639,b3640,b3641	3	15	55	27.2727272727273	b3639
NC_000913.3	b3639,b3640	2	25	55	45.4545454545455	b3639
NC_000913.3	b3639	1	15	55	27.2727272727273	b3639
NC_000913.3	b3639,b3640,b3641	3	15	48	31.25	b3640
NC_000913.3	b3639,b3640	2	25	48	52.0833333333333	b3640
NC_000913.3	b3641	1	8	26	30.7692307692308	b3641
NC_000913.3	b3639,b3640,b3641	3	15	26	57.6923076923077	b3641
NC_000913.3	b3643	1	64	66	96.969696969697	b3643
NC_000913.3	b3644	1	19	19	100	b3644
NC_000913.3	b3647	1	11	14	78.5714285714286	b3647
NC_000913.3	b3648,b3649,b3650	3	10	41	24.390243902439	b3648
NC_000913.3	b3648	1	26	41	63.4146341463415	b3648
NC_000913.3	b3649,b3650	2	6	31	19.3548387096774	b3649
NC_000913.3	b3648,b3649,b3650	3	10	31	32.258064516129	b3649
NC_000913.3	b3649	1	10	31	32.258064516129	b3649
NC_000913.3	b3650,b3651	2	13	60	21.6666666666667	b3650
NC_000913.3	b3650	1	27	60	45	b3650
NC_000913.3	b3649,b3650	2	6	60	10	b3650
NC_000913.3	b3648,b3649,b3650	3	10	60	16.6666666666667	b3650
NC_000913.3	b3651,b3652	2	7	29	24.1379310344828	b3651
NC_000913.3	b3650,b3651	2	13	29	44.8275862068966	b3651
NC_000913.3	b3652,b3653	2	13	61	21.3114754098361	b3652
NC_000913.3	b3652	1	37	61	60.655737704918	b3652
NC_000913.3	b3651,b3652	2	7	61	11.4754098360656	b3652
NC_000913.3	b3653	1	94	107	87.8504672897196	b3653
NC_000913.3	b3652,b3653	2	13	107	12.1495327102804	b3653
NC_000913.3	b3655	1	18	18	100	b3655
NC_000913.3	b3656	1	9	9	100	b3656
NC_000913.3	b3662	1	9	11	81.8181818181818	b3662
NC_000913.3	b3663	1	27	28	96.4285714285714	b3663
NC_000913.3	b3665	1	8	8	100	b3665
NC_000913.3	b3666	1	9	10	90	b3666
NC_000913.3	b3667	1	12	13	92.3076923076923	b3667
NC_000913.3	b3668	1	11	12	91.6666666666667	b3668
NC_000913.3	b3669	1	10	11	90.9090909090909	b3669
NC_000913.3	b3671	1	17	20	85	b3671
NC_000913.3	b3673,b3674	2	43	120	35.8333333333333	b3673
NC_000913.3	b3673	1	77	120	64.1666666666667	b3673
NC_000913.3	b3673,b3674	2	43	44	97.7272727272727	b3674
NC_000913.3	b3685	1	50	56	89.2857142857143	b3685
NC_000913.3	b3686,b3687	2	16	21	76.1904761904762	b3686
NC_000913.3	b3686,b3687	2	16	191	8.37696335078534	b3687
NC_000913.3	b3687	1	173	191	90.5759162303665	b3687
NC_000913.3	b3688,b3689	2	36	95	37.8947368421053	b3688
NC_000913.3	b3688	1	59	95	62.1052631578947	b3688
NC_000913.3	b3688,b3689	2	36	41	87.8048780487805	b3689
NC_000913.3	b3697	1	6	7	85.7142857142857	b3697
NC_000913.3	b3699	1	57	62	91.9354838709677	b3699
NC_000913.3	b3700,b3701,b3702	3	6	37	16.2162162162162	b3700
NC_000913.3	b3700,b3701	2	12	37	32.4324324324324	b3700
NC_000913.3	b3700	1	15	37	40.5405405405405	b3700
NC_000913.3	b3700,b3701,b3702	3	6	47	12.7659574468085	b3701
NC_000913.3	b3701,b3702	2	13	47	27.6595744680851	b3701
NC_000913.3	b3701	1	15	47	31.9148936170213	b3701
NC_000913.3	b3700,b3701	2	12	47	25.531914893617	b3701
NC_000913.3	b3700,b3701,b3702	3	6	122	4.91803278688525	b3702
NC_000913.3	b3701,b3702	2	13	122	10.655737704918	b3702
NC_000913.3	b3702	1	102	122	83.6065573770492	b3702
NC_000913.3	b3703,b3704	2	19	315	6.03174603174603	b3703
NC_000913.3	b3703	1	292	315	92.6984126984127	b3703
NC_000913.3	b3704,b4557	2	7	37	18.9189189189189	b3704
NC_000913.3	b3703,b3704	2	19	37	51.3513513513513	b3704
NC_000913.3	b3705	1	53	62	85.4838709677419	b3705
NC_000913.3	b3706	1	134	136	98.5294117647059	b3706
NC_000913.3	b3708	1	16	16	100	b3708
NC_000913.3	b3711	1	9	9	100	b3711
NC_000913.3	b3714	1	116	118	98.3050847457627	b3714
NC_000913.3	b3715	1	12	13	92.3076923076923	b3715
NC_000913.3	b3717	1	7	8	87.5	b3717
NC_000913.3	b3722	1	6	6	100	b3722
NC_000913.3	b3724,b3725	2	11	21	52.3809523809524	b3724
NC_000913.3	b3724	1	10	21	47.6190476190476	b3724
NC_000913.3	b3724,b3725	2	11	17	64.7058823529412	b3725
NC_000913.3	b3727	1	10	17	58.8235294117647	b3727
NC_000913.3	b3728	1	24	28	85.7142857142857	b3728
NC_000913.3	b3729,b3730	2	28	102	27.4509803921569	b3729
NC_000913.3	b3729	1	74	102	72.5490196078431	b3729
NC_000913.3	b3730	1	74	103	71.8446601941748	b3730
NC_000913.3	b3729,b3730	2	28	103	27.1844660194175	b3730
NC_000913.3	b3731,b3732	2	18	40	45	b3731
NC_000913.3	b3731	1	15	40	37.5	b3731
NC_000913.3	b3732,b3733	2	15	63	23.8095238095238	b3732
NC_000913.3	b3731,b3732	2	18	63	28.5714285714286	b3732
NC_000913.3	b3732	1	22	63	34.9206349206349	b3732
NC_000913.3	b3733,b3734	2	9	56	16.0714285714286	b3733
NC_000913.3	b3732,b3733	2	15	56	26.7857142857143	b3733
NC_000913.3	b3733	1	21	56	37.5	b3733
NC_000913.3	b3734,b3735,b3736	3	11	130	8.46153846153846	b3734
NC_000913.3	b3734,b3735	2	11	130	8.46153846153846	b3734
NC_000913.3	b3734	1	89	130	68.4615384615385	b3734
NC_000913.3	b3733,b3734	2	9	130	6.92307692307692	b3734
NC_000913.3	b3734,b3735,b3736	3	11	47	23.4042553191489	b3735
NC_000913.3	b3735,b3736	2	9	47	19.1489361702128	b3735
NC_000913.3	b3735	1	8	47	17.0212765957447	b3735
NC_000913.3	b3734,b3735	2	11	47	23.4042553191489	b3735
NC_000913.3	b3734,b3735,b3736	3	11	34	32.3529411764706	b3736
NC_000913.3	b3735,b3736	2	9	34	26.4705882352941	b3736
NC_000913.3	b3737,b3738	2	8	19	42.1052631578947	b3737
NC_000913.3	b3738,b3739	2	95	324	29.320987654321	b3738
NC_000913.3	b3738	1	213	324	65.7407407407407	b3738
NC_000913.3	b3737,b3738	2	8	324	2.46913580246914	b3738
NC_000913.3	b3739	1	124	221	56.1085972850679	b3739
NC_000913.3	b3738,b3739	2	95	221	42.9864253393665	b3739
NC_000913.3	b3740,b3741	2	11	25	44	b3740
NC_000913.3	b3740	1	14	25	56	b3740
NC_000913.3	b3741	1	213	225	94.6666666666667	b3741
NC_000913.3	b3740,b3741	2	11	225	4.88888888888889	b3741
NC_000913.3	b3742	1	42	43	97.6744186046512	b3742
NC_000913.3	b3744	1	26	31	83.8709677419355	b3744
NC_000913.3	b3746	1	9	12	75	b3746
NC_000913.3	b3747	1	51	51	100	b3747
NC_000913.3	b3748,b3749	2	97	240	40.4166666666667	b3748
NC_000913.3	b3748	1	143	240	59.5833333333333	b3748
NC_000913.3	b3749	1	59	157	37.5796178343949	b3749
NC_000913.3	b3748,b3749	2	97	157	61.7834394904459	b3749
NC_000913.3	b3750	1	7	11	63.6363636363636	b3750
NC_000913.3	b3751	1	37	42	88.0952380952381	b3751
NC_000913.3	b3752	1	7	12	58.3333333333333	b3752
NC_000913.3	b3754	1	9	18	50	b3754
NC_000913.3	b3755	1	33	37	89.1891891891892	b3755
NC_000913.3	b3764	1	14	14	100	b3764
NC_000913.3	b3771,b3772	2	8	22	36.3636363636364	b3771
NC_000913.3	b3771	1	13	22	59.0909090909091	b3771
NC_000913.3	b3772	1	7	19	36.8421052631579	b3772
NC_000913.3	b3771,b3772	2	8	19	42.1052631578947	b3772
NC_000913.3	b3773	1	11	15	73.3333333333333	b3773
NC_000913.3	b3774	1	25	25	100	b3774
NC_000913.3	b3775	1	25	25	100	b3775
NC_000913.3	b3778	1	43	47	91.4893617021277	b3778
NC_000913.3	b3779	1	16	22	72.7272727272727	b3779
NC_000913.3	b3780	1	8	10	80	b3780
NC_000913.3	b3781	1	56	63	88.8888888888889	b3781
NC_000913.3	b3782,b3783	2	26	71	36.6197183098592	b3782
NC_000913.3	b3782	1	38	71	53.5211267605634	b3782
NC_000913.3	b3783	1	74	104	71.1538461538462	b3783
NC_000913.3	b3782,b3783	2	26	104	25	b3783
NC_000913.3	b3784,b3785	2	23	361	6.37119113573407	b3784
NC_000913.3	b3784	1	336	361	93.0747922437673	b3784
NC_000913.3	b3785,b3786	2	16	144	11.1111111111111	b3785
NC_000913.3	b3785	1	104	144	72.2222222222222	b3785
NC_000913.3	b3784,b3785	2	23	144	15.9722222222222	b3785
NC_000913.3	b3785,b3786	2	16	37	43.2432432432432	b3786
NC_000913.3	b3786	1	16	37	43.2432432432432	b3786
NC_000913.3	b3787	1	7	18	38.8888888888889	b3787
NC_000913.3	b3788	1	9	24	37.5	b3788
NC_000913.3	b3789,b3790	2	11	40	27.5	b3789
NC_000913.3	b3789	1	20	40	50	b3789
NC_000913.3	b3789,b3790	2	11	24	45.8333333333333	b3790
NC_000913.3	b3791	1	7	18	38.8888888888889	b3791
NC_000913.3	b3792,b4481	2	17	81	20.9876543209877	b3792
NC_000913.3	b3792	1	56	81	69.1358024691358	b3792
NC_000913.3	b3793,b3794	2	11	36	30.5555555555556	b3793
NC_000913.3	b3793	1	21	36	58.3333333333333	b3793
NC_000913.3	b3794	1	12	26	46.1538461538462	b3794
NC_000913.3	b3793,b3794	2	11	26	42.3076923076923	b3794
NC_000913.3	b3795	1	40	43	93.0232558139535	b3795
NC_000913.3	b3802	1	35	38	92.1052631578947	b3802
NC_000913.3	b3803,b3804	2	10	27	37.037037037037	b3803
NC_000913.3	b3803	1	11	27	40.7407407407407	b3803
NC_000913.3	b3804,b3805	2	7	33	21.2121212121212	b3804
NC_000913.3	b3804	1	13	33	39.3939393939394	b3804
NC_000913.3	b3803,b3804	2	10	33	30.3030303030303	b3804
NC_000913.3	b3805	1	31	41	75.609756097561	b3805
NC_000913.3	b3804,b3805	2	7	41	17.0731707317073	b3805
NC_000913.3	b3806	1	307	308	99.6753246753247	b3806
NC_000913.3	b3809,b3810	2	11	19	57.8947368421053	b3809
NC_000913.3	b3809	1	6	19	31.5789473684211	b3809
NC_000913.3	b3809,b3810	2	11	23	47.8260869565217	b3810
NC_000913.3	b3811	1	42	53	79.2452830188679	b3811
NC_000913.3	b3813	1	37	38	97.3684210526316	b3813
NC_000913.3	b3816	1	16	17	94.1176470588235	b3816
NC_000913.3	b3822,b3823	2	8	95	8.42105263157895	b3822
NC_000913.3	b3822	1	87	95	91.5789473684211	b3822
NC_000913.3	b3823	1	11	21	52.3809523809524	b3823
NC_000913.3	b3822,b3823	2	8	21	38.0952380952381	b3823
NC_000913.3	b3824	1	9	11	81.8181818181818	b3824
NC_000913.3	b3825,b3826	2	6	83	7.2289156626506	b3825
NC_000913.3	b3825	1	77	83	92.7710843373494	b3825
NC_000913.3	b3826	1	11	18	61.1111111111111	b3826
